"Date of Airing (EST)","Topic List","Fact Check","TV Clip",Organization,Collection
2016-11-02,Media,http://www.politifact.com/truth-o-meter/statements/2016/nov/03/donald-trump/trump-says-media-doesnt-show-his-crowds-rallies-he/,https://archive.org/details/CSPAN_20161102_204600_Key_Capitol_Hill_Hearings/start/1563.3/end/1607,PolitiFact,trumparchive
2016-11-02,Taxes,http://www.factcheck.org/2016/11/the-final-push-trump/,https://archive.org/details/FOXNEWSW_20161102_162200_Outnumbered/start/1976/end/1986,FactCheck.org,trumparchive
2016-11-02,"Military,Government Spending",http://www.factcheck.org/2016/11/the-final-push-trump/,https://archive.org/details/FOXNEWSW_20161102_162200_Outnumbered/start/1770/end/1780,FactCheck.org,trumparchive
2016-11-02,"Immigration,Crime",http://www.factcheck.org/2016/11/the-final-push-trump/,https://archive.org/details/FOXNEWSW_20161102_162200_Outnumbered/start/1587/end/1597,FactCheck.org,trumparchive
2016-11-02,"Clinton Emails",http://www.factcheck.org/2016/11/the-final-push-trump/,https://archive.org/details/FOXNEWSW_20161102_162200_Outnumbered/start/705.6/end/730.1,FactCheck.org,trumparchive
2016-11-02,"Clinton Emails",http://www.factcheck.org/2016/11/the-final-push-trump/,https://archive.org/details/FOXNEWSW_20161102_162200_Outnumbered/start/470/end/480.4,FactCheck.org,trumparchive
2016-11-02,Immigration,http://www.factcheck.org/2016/11/the-final-push-trump/,https://archive.org/details/CSPAN_20161102_053100_Key_Capitol_Hill_Hearings/start/1186.2/end/1203,FactCheck.org,trumparchive
2016-11-02,Crime,http://www.factcheck.org/2016/11/the-final-push-trump/,https://archive.org/details/CSPAN_20161102_053100_Key_Capitol_Hill_Hearings/start/981.4/end/1045.8,FactCheck.org,trumparchive
2016-11-02,"Clinton Emails",http://www.factcheck.org/2016/11/the-final-push-trump/,https://archive.org/details/CSPAN_20161102_053100_Key_Capitol_Hill_Hearings/start/303.5/end/314.8,FactCheck.org,trumparchive
2016-11-01,"City Government,Elections,States",http://www.politifact.com/wisconsin/statements/2016/nov/02/donald-trump/donald-trump-right-some-states-you-can-cast-early-/,https://archive.org/details/CSPAN_20161102_001000_Republican_Ticket_Campaigns_in_Eau_Claire_Wisconsin/start/463.5/end/492,PolitiFact,trumparchive
2016-11-01,"Jobs,Workers,Economy",http://www.factcheck.org/2016/11/the-final-push-trump/,https://archive.org/details/FOXNEWSW_20161101_160100_Outnumbered/start/844.8/end/854.8,FactCheck.org,trumparchive
2016-11-01,"Economy,Government regulation,Health Care,History,Regulation",http://www.politifact.com/truth-o-meter/statements/2016/nov/02/donald-trump/average-donald-trump-comparison-health-care-housin/,https://archive.org/details/CNNW_20161101_160100_Inside_Politics/start/775.7/end/803,PolitiFact,trumparchive
2016-11-01,"Economy,Government regulation,Health Care,History,Regulation",http://www.politifact.com/truth-o-meter/statements/2016/nov/02/donald-trump/average-donald-trump-comparison-health-care-housin/,https://archive.org/details/CNNW_20161101_161100_Inside_Politics/start/155.7/end/183,PolitiFact,trumparchive
2016-10-31,"Ethics,Transparency",http://www.politifact.com/truth-o-meter/statements/2016/nov/01/donald-trump/fact-checking-donald-trump-fbi-probe-clinton-email/,https://archive.org/details/CSPAN_20161031_171600_Key_Capitol_Hill_Hearings/start/1018.4/end/1034.4,PolitiFact,trumparchive
2016-10-30,Crime,https://www.washingtonpost.com/news/fact-checker/wp/2016/11/03/trumps-false-claim-that-the-murder-rate-is-the-highest-its-been-in-45-years/?utm_term%3D.40013abdf9e2,https://archive.org/details/CSPAN_20161030_231000_Washington_Journal/start/1810/end/1826,"Washington Post",trumparchive
2016-10-30,"Health Care",http://www.politifact.com/nevada/statements/2016/nov/04/donald-trump/trump-says-nevadans-will-see-massive-hike-health-c/,https://archive.org/details/CSPAN_20161030_231000_Washington_Journal/start/278.8/end/314.7,PolitiFact,trumparchive
2016-10-29,Immigration,https://www.washingtonpost.com/news/fact-checker/wp/2016/10/24/trumps-claim-that-clinton-allowed-thousands-of-criminal-aliens-to-be-released/?utm_term%3D.77bb2216a77e,https://archive.org/details/FOXNEWSW_20161029_230000_Fox_Report_Saturday/start/2330/end/2377,"Washington Post",trumparchive
2016-10-29,"Clinton Emails",http://www.factcheck.org/2016/10/spinning-the-fbi-letter/,https://archive.org/details/CSPAN_20161029_230100_Discussion_Focuses_on_Same-Sex_Marriage_and_Religious_Exemption/start/645.5/end/655.5,FactCheck.org,trumparchive
2016-10-28,Economy,http://www.politifact.com/truth-o-meter/statements/2016/oct/31/donald-trump/trumps-claim-about-weak-economic-growth-under-obam/,https://archive.org/details/CSPAN2_20161029_000000_Public_Affairs_Events/start/1192.6/end/1202.6,PolitiFact,trumparchive
2016-10-28,"Clinton Emails",https://www.washingtonpost.com/news/fact-checker/wp/2016/10/30/trumps-bizarre-claim-that-the-clinton-email-controversy-is-bigger-than-watergate/?utm_term%3D.14c6d9cc97af,https://archive.org/details/CSPAN2_20161029_000000_Public_Affairs_Events/start/627/end/707.7,"Washington Post",trumparchive
2016-10-28,"Clinton Emails",http://www.factcheck.org/2016/10/spinning-the-fbi-letter/,https://archive.org/details/CSPAN2_20161029_000000_Public_Affairs_Events/start/627/end/707.7,FactCheck.org,trumparchive
2016-10-27,Immigration,http://www.politifact.com/truth-o-meter/statements/2016/nov/03/donald-trump/trump-leaves-out-context-claim-about-immigrants-an/,https://archive.org/details/CSPAN2_20161027_175000_Public_Affairs_Events/start/2222.5/end/2232.5,PolitiFact,trumparchive
2016-10-27,"Children,Diversity,Poverty",http://www.politifact.com/truth-o-meter/statements/2016/oct/28/donald-trump/donald-trump-says-half-young-black-children-are-ab/,https://archive.org/details/CSPAN2_20161027_175000_Public_Affairs_Events/start/1688.8/end/1698.8,PolitiFact,trumparchive
2016-10-26,"Federal Budget,Military",http://www.politifact.com/truth-o-meter/statements/2016/oct/27/donald-trump/did-us-spend-6-trillion-middle-east-wars/,https://archive.org/details/FBC_20161026_210100_Risk_and_Reward_With_Deidre_Bolton/start/1287.5/end/1340.7,PolitiFact,trumparchive
2016-10-26,"Crime,Murder",http://www.factcheck.org/2016/10/trump-wrong-on-murder-rate/,https://archive.org/details/FBC_20161026_210100_Risk_and_Reward_With_Deidre_Bolton/start/623.6/end/651.7,FactCheck.org,trumparchive
2016-10-26,"Income Taxes,Job Creation,Jobs,Taxes,Small Business",http://www.factcheck.org/2016/10/groundhog-friday-15/,https://archive.org/details/FBC_20161026_205000_After_the_Bell/start/625.2/end/642.6,FactCheck.org,trumparchive
2016-10-26,"Unemployment,Jobs",http://www.factcheck.org/2016/10/groundhog-friday-15/,https://archive.org/details/FBC_20161026_205000_After_the_Bell/start/406.5/end/416.5,FactCheck.org,trumparchive
2016-10-25,"Clinton Emails",http://www.factcheck.org/2016/10/groundhog-friday-15/,https://archive.org/details/CSPAN2_20161025_223500_Public_Affairs_Events/start/1165/end/1186.6,FactCheck.org,trumparchive
2016-10-25,"Criminal Justice,Elections,Ethics,History,Legal Issues,Technology,Transparency",http://www.politifact.com/truth-o-meter/statements/2016/oct/26/donald-trump/facts-dispute-donald-trumps-claim-donation-fbi-spo/,https://archive.org/details/FOXNEWSW_20161025_200100_Your_World_With_Neil_Cavuto/start/313.4/end/330,PolitiFact,trumparchive
2016-10-25,"Health Care",https://www.washingtonpost.com/news/fact-checker/wp/2016/10/28/trumps-claim-that-he-predicted-that-obamacare-cant-work/?utm_term%3D.78b88aa625c0,https://archive.org/details/FOXNEWSW_20161025_140700_Americas_Newsroom_With_Bill_Hemmer_and_Martha_MacCallum/start/6/end/20,"Washington Post",trumparchive
2016-10-24,"Polls and Public Opinion",http://www.politifact.com/truth-o-meter/statements/2016/oct/25/donald-trump/trump-absurd-claims-podesta-rigged-polls/,https://archive.org/details/MSNBCW_20161024_191600_MSNBC_Live_With_Kate_Snow/start/540.7/end/570.5,PolitiFact,trumparchive
2016-10-24,"Polls and Public Opinion",http://www.politifact.com/truth-o-meter/statements/2016/oct/25/donald-trump/trump-absurd-claims-podesta-rigged-polls/,https://archive.org/details/MSNBCW_20161024_191500_MSNBC_Live_With_Kate_Snow/start/580.7/end/610.5,PolitiFact,trumparchive
2016-10-24,"Polls and Public Opinion",http://www.politifact.com/truth-o-meter/statements/2016/oct/25/donald-trump/trump-absurd-claims-podesta-rigged-polls/,https://archive.org/details/MSNBCW_20161024_191000_MSNBC_Live_With_Kate_Snow/start/860.7/end/890.5,PolitiFact,trumparchive
2016-10-24,"Polls and Public Opinion",http://www.politifact.com/truth-o-meter/statements/2016/oct/25/donald-trump/trump-absurd-claims-podesta-rigged-polls/,https://archive.org/details/MSNBCW_20161024_191300_MSNBC_Live_With_Kate_Snow/start/663.7/end/693.5,PolitiFact,trumparchive
2016-10-24,"Clinton Emails,Campaign Finance",https://www.washingtonpost.com/news/fact-checker/wp/2016/10/25/trumps-mixed-up-version-of-the-latest-hillary-clinton-controversy/?utm_term%3D.0d5225596aff,https://archive.org/details/CNNW_20161024_191400_CNN_Newsroom_With_Brooke_Baldwin/start/437/end/571,"Washington Post",trumparchive
2016-10-24,"Campign Finance,Clinton Emails",http://www.factcheck.org/2016/10/clintons-connection-to-fbi-official/,https://archive.org/details/MSNBCW_20161024_191500_MSNBC_Live_With_Kate_Snow/start/291.8/end/430,FactCheck.org,trumparchive
2016-10-22,Elections,http://www.politifact.com/truth-o-meter/statements/2016/oct/24/donald-trump/donald-trump-wrongly-says-14-percent-noncitizens-a/,https://archive.org/details/CSPAN_20161022_231000_Washington_This_Week/start/1968.2/end/1978.2,PolitiFact,trumparchive
2016-10-22,"Economy,Jobs",http://www.politifact.com/ohio/statements/2016/oct/31/donald-trump/trump-mistakes-exhibition-hall-abandoned-factory/,https://archive.org/details/CSPAN_20161022_231000_Washington_This_Week/start/955/end/975.3,PolitiFact,trumparchive
2016-10-20,"Corporations,Trade,Workers",http://www.politifact.com/truth-o-meter/statements/2016/oct/23/donald-trump/donald-trump-says-ford-moving-all-small-car-produc/,https://archive.org/details/CSPAN_20161020_210000_Key_Capitol_Hill_Hearings/start/943.6/end/972.4,PolitiFact,trumparchive
2016-10-20,"Voter Fraud,Elections,Immigration,Wikileaks",http://www.factcheck.org/2016/10/videos-clinton-and-trump-fact-checks/,https://archive.org/details/CSPAN_20161020_163500_Key_Capitol_Hill_Hearings/start/180.9/end/194,FactCheck.org,trumparchive
2016-10-20,"Voter Fraud,Elections,Immigration,Wikileaks",http://www.factcheck.org/2016/10/more-bogus-voter-fraud-from-trump/,https://archive.org/details/CSPAN_20161020_163500_Key_Capitol_Hill_Hearings/start/180.9/end/194,FactCheck.org,trumparchive
2016-10-20,"Foreign Policy,History,Homeland Security,Terrorism",http://www.politifact.com/truth-o-meter/statements/2016/oct/24/donald-trump/context-crucial-defining-how-many-countries-now-ha/,https://archive.org/details/CSPAN_20161020_070200_Presidential_Nominees_Participate_in_Final_Debate_at_the_University_of.../start/4499.2/end/4509.2,PolitiFact,trumparchive
2016-10-20,"Foreign Policy,History,Homeland Security,Terrorism",https://www.washingtonpost.com/news/fact-checker/wp/2016/10/21/trumps-claim-that-the-islamic-state-is-in-32-countries/?utm_term%3D.1f97a6aa3cc4,https://archive.org/details/CSPAN_20161020_070200_Presidential_Nominees_Participate_in_Final_Debate_at_the_University_of.../start/4499.2/end/4509.2,"Washington Post",trumparchive
2016-10-20,"Crime,Guns",http://www.politifact.com/illinois/statements/2016/nov/03/donald-trump/trump-no-marksman-when-aiming-chicago-gun-laws/,https://archive.org/details/CSPAN_20161020_035900_Presidential_Nominees_Participate_in_Final_Debate_at_the_University_of.../start/760.6/end/770.8,PolitiFact,trumparchive
2016-10-19,"Voter Fraud,Elections",http://www.factcheck.org/2016/10/factchecking-the-final-presidential-debate-2/,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report/start/4036.7/end/4053.2,FactCheck.org,trumparchive
2016-10-19,Taxes,http://www.factcheck.org/2016/10/factchecking-the-final-presidential-debate-2/,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report/start/3900/end/3923.7,FactCheck.org,trumparchive
2016-10-19,"Trump Foundation,Candidate Biography",http://www.factcheck.org/2016/10/factchecking-the-final-presidential-debate-2/,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report/start/3813.7/end/3856,FactCheck.org,trumparchive
2016-10-19,"Candidate Biography,Disability",http://www.politifact.com/truth-o-meter/statements/2016/oct/20/donald-trump/donald-trump-says-hillary-clinton-wrong-say-he-moc/,https://archive.org/details/CSPAN_20161020_010000_Presidential_Nominees_Debate_at_the_University_of_Nevada/start/3495.9/end/3505.9,PolitiFact,trumparchive
2016-10-19,"Candidate Biography,Crime,History,Human Rights,Women",http://www.politifact.com/truth-o-meter/statements/2016/oct/20/donald-trump/donald-trump-says-reports-sexual-assault-him-have-/,https://archive.org/details/CSPAN_20161020_010000_Presidential_Nominees_Debate_at_the_University_of_Nevada/start/3387.6/end/3399,PolitiFact,trumparchive
2016-10-19,"Women,Crime",http://www.factcheck.org/2016/10/factchecking-the-final-presidential-debate-2/,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report/start/3275/end/3291.5,FactCheck.org,trumparchive
2016-10-19,"Women,Crime,Sexual Harassment",http://www.factcheck.org/2016/10/video-the-final-debate-2/,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report/start/3274.2/end/3298.5,FactCheck.org,trumparchive
2016-10-19,"Campaign,First Amendment",https://www.washingtonpost.com/news/fact-checker/wp/2016/10/21/trumps-claim-tying-violence-at-his-rallies-to-the-clinton-campaign/?utm_term%3D.8e41c7f71bae,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report/start/3184/end/3206,"Washington Post",trumparchive
2016-10-19,"Women,Crime",http://www.factcheck.org/2016/10/factchecking-the-final-presidential-debate-2/,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report/start/3131/end/3180.2,FactCheck.org,trumparchive
2016-10-19,"Candidate Biography,Corrections and Updates,Foreign Policy",http://www.politifact.com/truth-o-meter/statements/2016/oct/20/donald-trump/trump-wrongly-says-6-billion-went-missing-state-de/,https://archive.org/details/CSPAN_20161020_010000_Presidential_Nominees_Debate_at_the_University_of_Nevada/start/2967.2/end/2999.4,PolitiFact,trumparchive
2016-10-19,"Government Spending",http://www.factcheck.org/2016/10/factchecking-the-final-presidential-debate-2/,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report/start/2963.2/end/2989.5,FactCheck.org,trumparchive
2016-10-19,"Government Spending",http://www.factcheck.org/2016/10/video-the-final-debate-2/,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report/start/2941.7/end/2983,FactCheck.org,trumparchive
2016-10-19,"Debt,Deficit",http://www.factcheck.org/2016/10/factchecking-the-final-presidential-debate-2/,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report/start/2580.5/end/2595.8,FactCheck.org,trumparchive
2016-10-19,"Debt,Deficit",http://www.factcheck.org/2016/10/factchecking-the-final-presidential-debate-2/,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report/start/2465/end/2475,FactCheck.org,trumparchive
2016-10-19,"Economy,Income,Taxes",http://www.politifact.com/truth-o-meter/statements/2016/oct/20/donald-trump/donald-trump-predicts-hillary-clinton-will-double-/,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report/start/2387/end/2397,PolitiFact,trumparchive
2016-10-19,Nuclear,http://www.factcheck.org/2016/10/factchecking-the-final-presidential-debate-2/,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report/start/2068/end/2183,FactCheck.org,trumparchive
2016-10-19,"Foreign Policy,Homeland Security,Nuclear",http://www.politifact.com/truth-o-meter/statements/2016/oct/20/donald-trump/trump-says-russia-has-upped-its-nuclear-warheads-w/,https://archive.org/details/CSPAN_20161020_010000_Presidential_Nominees_Debate_at_the_University_of_Nevada/start/1864.3/end/1901.2,PolitiFact,trumparchive
2016-10-19,Immigration,http://www.politifact.com/truth-o-meter/statements/2016/oct/21/donald-trump/trump-right-deportation-numbers-wrong-talks-about-/,https://archive.org/details/CSPAN_20161020_010000_Presidential_Nominees_Debate_at_the_University_of_Nevada/start/1617/end/1631,PolitiFact,trumparchive
2016-10-19,"Immigration,Workers,Jobs",http://www.factcheck.org/2016/10/factchecking-the-final-presidential-debate-2/,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report/start/1576/end/1603,FactCheck.org,trumparchive
2016-10-19,"Candidate Biography,History,Homeland Security,Immigration,Voting Record",http://www.politifact.com/truth-o-meter/statements/2016/oct/20/donald-trump/donald-trump-says-hillary-clinton-fought-wall-betw/,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report/start/1522.5/end/1538,PolitiFact,trumparchive
2016-10-19,Drugs,http://www.politifact.com/truth-o-meter/statements/2016/oct/19/donald-trump/trump-says-heroin-pours-across-southern-border/,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report/start/1315/end/1326.3,PolitiFact,trumparchive
2016-10-19,"Crime,Foreign Policy,Homeland Security,Human Rights,Immigration",http://www.politifact.com/truth-o-meter/statements/2016/oct/19/donald-trump/donald-trump-says-hillary-clinton-wants-have-open-/,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report/start/1284/end/1294,PolitiFact,trumparchive
2016-10-19,Abortion,http://www.factcheck.org/2016/10/factchecking-the-final-presidential-debate-2/,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report/start/1020/end/1140,FactCheck.org,trumparchive
2016-10-19,"Guns,Crime",http://www.factcheck.org/2016/10/factchecking-the-final-presidential-debate-2/,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report/start/850/end/865,FactCheck.org,trumparchive
2016-10-19,"Guns,Children",http://www.factcheck.org/2016/10/factchecking-the-final-presidential-debate-2/,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report/start/695.6/end/722,FactCheck.org,trumparchive
2016-10-18,"Clinton Emails",http://www.factcheck.org/2016/10/a-deal-that-never-happened/,https://archive.org/details/CSPAN_20161018_140500_Key_Capitol_Hill_Hearings/start/620/end/632,FactCheck.org,trumparchive
2016-10-17,"Crime,Elections,Immigration,States",http://www.politifact.com/north-carolina/statements/2016/oct/19/donald-trump/trump-wrongfully-says-immigrants-voting-illegally-/,https://archive.org/details/CSPAN2_20161018_000000_The_Communicators/start/220.6/end/230.6,PolitiFact,trumparchive
2016-10-17,"Electiions,. Noncitizen voting,Voter Fraud",http://www.factcheck.org/2016/10/trumps-bogus-voter-fraud-claims/,https://archive.org/details/CSPAN2_20161018_000000_The_Communicators/start/37/end/65.9,FactCheck.org,trumparchive
2016-10-13,"Candidate Biography,Criminal Justice,Foreign Policy,Government regulation,Homeland Security,Military,Technology,Transparency",http://www.politifact.com/truth-o-meter/statements/2016/oct/18/donald-trump/fbi-director-james-comey-says-donald-trump-has-it-/,https://archive.org/details/CSPAN2_20161013_160000_Key_Capitol_Hill_Hearings/start/6076.6/end/6128.8,PolitiFact,trumparchive
2016-10-13,"Candidate Biography,Criminal Justice,Foreign Policy,Government regulation,Homeland Security,Military,Technology,Transparency",http://www.politifact.com/truth-o-meter/statements/2016/oct/18/donald-trump/fbi-director-james-comey-says-donald-trump-has-it-/,https://archive.org/details/CSPAN2_20161013_160000_Key_Capitol_Hill_Hearings/start/6076.6/end/6119.4,PolitiFact,trumparchive
2016-10-13,"Economy,Workers",http://www.politifact.com/truth-o-meter/statements/2016/oct/17/donald-trump/trump-says-workers-making-less-working-harder-20-y/,https://archive.org/details/CSPAN2_20161013_160000_Key_Capitol_Hill_Hearings/start/4324.2/end/4335.6,PolitiFact,trumparchive
2016-10-12,Debates,http://www.factcheck.org/2016/10/trumps-misguided-debate-bias-claim/,https://archive.org/details/FOXNEWSW_20161012_170500_Happening_Now/start/2597.7/end/2624.5,FactCheck.org,trumparchive
2016-10-12,"Government Spending,Campaign",https://www.washingtonpost.com/news/fact-checker/wp/2016/10/13/trumps-false-claim-that-clinton-lost-6-billion-at-state/?utm_term%3D.a99ffa75cb22,https://archive.org/details/CSPAN_20161012_051700_Donald_Trump_Campaigns_in_Panama_City_Florida/start/0/end/17.5,"Washington Post",trumparchive
2016-10-12,"Government Spending,Campaign",https://www.washingtonpost.com/news/fact-checker/wp/2016/10/13/trumps-false-claim-that-clinton-lost-6-billion-at-state/?utm_term%3D.a99ffa75cb22,https://archive.org/details/CSPAN_20161012_051100_Al_Gore_Campaigns_with_Hillary_Clinton_in_Miami_Florida/start/325/end/342.5,"Washington Post",trumparchive
2016-10-11,"Candidate Biography,Campaign",https://www.washingtonpost.com/news/fact-checker/wp/2016/10/17/trumps-claim-that-a-clinton-backed-haiti-factory-amounted-to-a-massive-sweatshop/?utm_term%3D.488f9f230e12,https://archive.org/details/CSPAN2_20161012_011500_Key_Capitol_Hill_Hearings/start/1372/end/1387.4,"Washington Post",trumparchive
2016-10-10,"Foreign Policy,Terrorism",http://www.politifact.com/truth-o-meter/statements/2016/oct/11/donald-trump/donald-trump-incorrectly-pins-benghazi-criticism-s/,https://archive.org/details/FBC_20161010_235400_Lou_Dobbs_Tonight/start/34.8/end/122.3,PolitiFact,trumparchive
2016-10-10,"Trade,Deficit,Economy",http://www.factcheck.org/2016/09/groundhog-friday-12/,https://archive.org/details/CSPAN_20161010_203300_Utah_4th_Congressional_District_Debate/start/507.7/end/517.7,FactCheck.org,trumparchive
2016-10-10,"Trade,Deficit,Economy",http://www.factcheck.org/2016/09/groundhog-friday-11/,https://archive.org/details/CSPAN_20161010_203300_Utah_4th_Congressional_District_Debate/start/507.7/end/517.7,FactCheck.org,trumparchive
2016-10-10,"Jobs,Environment,Energy",http://www.factcheck.org/2016/10/groundhog-friday-14/,https://archive.org/details/CSPAN_20161010_203300_Utah_4th_Congressional_District_Debate/start/443/end/460.4,FactCheck.org,trumparchive
2016-10-10,"Crime,Immigration",http://www.factcheck.org/2016/10/trump-twists-facts-on-murder-case/,https://archive.org/details/CSPAN_20161010_195700_Utah_4th_Congressional_District_Debate/start/1651/end/1672.2,FactCheck.org,trumparchive
2016-10-10,Immigration,http://www.politifact.com/truth-o-meter/statements/2016/oct/12/donald-trump/trump-ive-been-proven-right-about-clinton-wanting-/,https://archive.org/details/CSPAN_20161010_195700_Utah_4th_Congressional_District_Debate/start/1240.8/end/1291.6,PolitiFact,trumparchive
2016-10-10,Sports,http://www.politifact.com/truth-o-meter/statements/2016/oct/14/donald-trump/donald-trump-wrongly-maligns-us-chess-prowess/,https://archive.org/details/CSPAN_20161010_195700_Utah_4th_Congressional_District_Debate/start/1232.6/end/1242.6,PolitiFact,trumparchive
2016-10-09,"Foreign Policy,Government Efficiency,History,Terrorism",http://www.politifact.com/truth-o-meter/statements/2016/oct/14/donald-trump/donald-trump-wildly-exaggerates-amb-christopher-st/,https://archive.org/details/CSPAN_20161010_010000_Presidential_Nominees_Debate_at_Washington_University/start/4910.4/end/4922.1,PolitiFact,trumparchive
2016-10-09,"Foreign Policy,Libya",http://www.factcheck.org/2016/10/factchecking-the-second-presidential-debate/,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report/start/4884.5/end/4920,FactCheck.org,trumparchive
2016-10-09,"Candidate Biography",http://www.politifact.com/truth-o-meter/statements/2016/oct/09/donald-trump/trump-early-morning-sex-tape-tweet/,https://archive.org/details/CSPAN_20161010_010000_Presidential_Nominees_Debate_at_Washington_University/start/4874/end/4890,PolitiFact,trumparchive
2016-10-09,Women,http://www.factcheck.org/2016/10/factchecking-the-second-presidential-debate/,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report/start/4860/end/4884.5,FactCheck.org,trumparchive
2016-10-09,Crime,http://www.politifact.com/truth-o-meter/statements/2016/oct/10/donald-trump/trump-claims-us-has-biggest-increase-murders-45-ye/,https://archive.org/details/CSPAN_20161010_010000_Presidential_Nominees_Debate_at_Washington_University/start/4811.8/end/4833.8,PolitiFact,trumparchive
2016-10-09,"Foreign Policy,Syria",http://www.factcheck.org/2016/10/factchecking-the-second-presidential-debate/,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report/start/3949.9/end/3974,FactCheck.org,trumparchive
2016-10-09,Taxes,http://www.factcheck.org/2016/10/factchecking-the-second-presidential-debate/,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report/start/3241.7/end/3382.7,FactCheck.org,trumparchive
2016-10-09,Taxes,http://www.politifact.com/truth-o-meter/statements/2016/oct/18/donald-trump/trump-base-buffett-soros-deductions/,https://archive.org/details/CSPAN_20161010_010000_Presidential_Nominees_Debate_at_Washington_University/start/3148.6/end/3167.5,PolitiFact,trumparchive
2016-10-09,"Elections,Russia,Cybersecurity",http://www.factcheck.org/2016/10/factchecking-the-second-presidential-debate/,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report/start/2949.5/end/3094.5,FactCheck.org,trumparchive
2016-10-09,"Homeland Security,Immigration",http://www.politifact.com/truth-o-meter/statements/2016/oct/10/donald-trump/trump-says-ice-endorsed-him/,https://archive.org/details/CSPAN_20161010_010000_Presidential_Nominees_Debate_at_Washington_University/start/2838/end/2848,PolitiFact,trumparchive
2016-10-09,"Terrorism,Islam",http://www.politifact.com/truth-o-meter/statements/2016/oct/09/donald-trump/trump-clinton-wont-use-term-radical-islamist-terro/,https://archive.org/details/CSPAN_20161010_010000_Presidential_Nominees_Debate_at_Washington_University/start/2332.1/end/2358,PolitiFact,trumparchive
2016-10-09,"Civil Rights,Crime",http://www.factcheck.org/2016/10/factchecking-the-second-presidential-debate/,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report/start/2280/end/2340,FactCheck.org,trumparchive
2016-10-09,"Health Care",http://www.factcheck.org/2016/10/factchecking-the-second-presidential-debate/,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report/start/2009.2/end/2031.8,FactCheck.org,trumparchive
2016-10-09,"Debates,Health Care,Canada",https://www.washingtonpost.com/news/fact-checker/wp/2016/10/11/trumps-claim-about-canadians-traveling-to-the-united-states-for-medical-care/?utm_term%3D.db327241ece4,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report/start/2006/end/2016,"Washington Post",trumparchive
2016-10-09,"Health Care",http://www.politifact.com/truth-o-meter/statements/2016/oct/09/donald-trump/donald-trump-wrongly-says-hillary-clinton-wants-go/,https://archive.org/details/CSPAN_20161010_010000_Presidential_Nominees_Debate_at_Washington_University/start/2005.4/end/2029.4,PolitiFact,trumparchive
2016-10-09,"Homeland Security,Legal Issues,Transparency",http://www.politifact.com/truth-o-meter/statements/2016/oct/09/donald-trump/donald-trump-says-hillary-clinton-deleted-33000-em/,https://archive.org/details/CSPAN_20161010_010000_Presidential_Nominees_Debate_at_Washington_University/start/1406.2/end/1416.5,PolitiFact,trumparchive
2016-10-09,"Clinton Emails,Ethics",http://www.factcheck.org/2016/10/factchecking-the-second-presidential-debate/,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report/start/1380/end/1440,FactCheck.org,trumparchive
